user_id,event_type,event_date
98,login,2024-01-27
98,feature_C,2024-01-16
98,login,2024-02-05
98,login,2024-02-17
98,feature_C,2024-01-18
98,feature_B,2024-01-16
98,feature_A,2024-02-09
98,feature_C,2024-01-22
98,feature_C,2024-02-06
98,feature_C,2024-02-11
98,login,2024-02-07
98,feature_A,2024-02-26
98,feature_B,2024-02-24
98,feature_A,2024-01-21
99,feature_A,2024-03-11
99,login,2024-02-29
99,feature_B,2024-02-16
99,feature_C,2024-03-15
99,feature_C,2024-03-20
99,feature_A,2024-02-29
99,feature_B,2024-03-15
99,feature_B,2024-02-24
99,login,2024-02-27
99,feature_C,2024-02-17
99,login,2024-03-25
100,login,2024-02-08
100,login,2024-02-01
100,login,2024-02-23
100,login,2024-02-10
100,feature_C,2024-02-20
100,feature_A,2024-02-09
101,feature_A,2024-02-01
101,feature_B,2024-03-01
101,feature_B,2024-02-12
101,feature_B,2024-03-05
101,feature_B,2024-02-13
101,feature_A,2024-02-07
101,feature_B,2024-02-24
101,login,2024-02-15
101,feature_A,2024-03-04
101,feature_C,2024-03-09
101,feature_C,2024-03-04
101,feature_B,2024-02-01
101,feature_C,2024-03-10
101,feature_B,2024-03-02
101,feature_C,2024-03-13
102,feature_B,2024-01-17
102,feature_A,2024-02-01
102,feature_C,2024-02-11
102,feature_A,2024-01-23
102,feature_A,2024-01-27
102,login,2024-02-06
102,feature_C,2024-02-12
102,feature_A,2024-02-03
102,feature_A,2024-02-01
103,feature_B,2024-01-28
103,login,2024-02-25
103,feature_B,2024-02-12
103,feature_A,2024-01-20
103,feature_B,2024-01-18
103,login,2024-02-08
103,feature_A,2024-01-19
104,feature_A,2024-02-28
104,feature_A,2024-02-21
104,feature_B,2024-02-12
104,feature_A,2024-01-22
104,login,2024-02-03
104,feature_A,2024-02-21
104,feature_A,2024-03-06
104,feature_A,2024-02-16
104,feature_B,2024-02-26
104,feature_C,2024-02-09
104,feature_B,2024-02-20
104,feature_B,2024-02-10
104,feature_C,2024-02-14
104,login,2024-02-20
104,feature_B,2024-02-21
105,feature_B,2024-03-01
105,login,2024-03-04
105,feature_A,2024-03-14
105,login,2024-02-16
105,feature_C,2024-02-23
105,feature_A,2024-02-25
106,feature_A,2024-02-28
106,feature_A,2024-03-02
106,feature_B,2024-03-09
106,feature_C,2024-02-23
106,feature_C,2024-03-19
106,feature_A,2024-03-07
107,feature_A,2024-01-23
107,feature_C,2024-01-09
107,login,2024-01-12
107,login,2024-02-03
107,login,2024-01-05
107,feature_C,2024-01-01
107,feature_A,2024-01-09
107,feature_A,2024-01-05
107,feature_A,2024-01-01
107,feature_C,2024-02-02
107,login,2024-01-24
107,feature_C,2024-02-09
107,feature_C,2024-02-12
107,login,2024-01-02
108,feature_C,2024-03-21
108,login,2024-02-15
108,feature_B,2024-03-19
108,feature_B,2024-03-20
108,feature_C,2024-02-16
108,login,2024-02-26
108,feature_A,2024-02-21
108,feature_A,2024-03-01
108,feature_B,2024-03-25
108,feature_B,2024-03-08
108,login,2024-03-11
109,feature_C,2024-02-09
109,feature_A,2024-02-20
109,feature_A,2024-02-28
109,login,2024-02-03
109,login,2024-02-25
109,feature_C,2024-01-20
109,feature_C,2024-02-08
109,feature_C,2024-02-19
110,login,2024-04-07
110,feature_A,2024-04-11
110,feature_C,2024-03-03
111,feature_B,2024-04-06
111,login,2024-04-01
111,login,2024-03-29
111,feature_A,2024-03-10
111,feature_C,2024-04-09
111,login,2024-03-13
111,feature_B,2024-02-29
111,login,2024-03-30
111,feature_B,2024-03-07
112,feature_A,2024-01-18
112,feature_C,2024-02-19
112,feature_B,2024-01-09
113,feature_A,2024-02-23
113,feature_C,2024-02-23
113,feature_B,2024-03-01
113,feature_A,2024-02-11
113,login,2024-03-02
114,login,2024-02-05
114,feature_C,2024-01-20
114,login,2024-01-28
114,feature_C,2024-02-04
114,login,2024-02-03
114,feature_B,2024-02-23
114,feature_C,2024-02-11
114,feature_B,2024-01-28
114,feature_C,2024-02-18
114,feature_A,2024-02-10
114,feature_C,2024-02-26
115,feature_B,2024-03-26
115,login,2024-03-02
115,feature_B,2024-02-21
115,feature_C,2024-02-25
116,feature_A,2024-02-25
116,feature_B,2024-02-09
116,login,2024-02-08
116,login,2024-01-21
116,feature_C,2024-02-04
116,feature_B,2024-02-08
116,feature_A,2024-01-22
116,feature_A,2024-01-21
116,feature_C,2024-02-12
116,feature_C,2024-02-20
116,login,2024-01-22
116,feature_B,2024-01-21
116,login,2024-02-20
116,feature_B,2024-02-23
117,feature_B,2024-02-21
117,feature_C,2024-03-18
117,feature_A,2024-02-26
117,feature_A,2024-03-28
117,feature_C,2024-04-04
117,feature_A,2024-03-02
117,feature_B,2024-03-09
117,feature_C,2024-03-09
117,login,2024-03-01
118,feature_B,2024-02-09
118,feature_B,2024-02-08
118,login,2024-02-12
118,feature_B,2024-02-05
118,feature_C,2024-01-28
119,feature_A,2024-02-15
119,login,2024-02-05
119,feature_B,2024-01-15
119,feature_C,2024-01-07
119,feature_C,2024-01-28
119,feature_C,2024-01-28
119,feature_C,2024-01-28
119,feature_A,2024-02-17
119,feature_B,2024-01-26
119,feature_A,2024-02-14
119,feature_B,2024-02-06
119,feature_C,2024-01-18
120,feature_C,2024-02-10
120,feature_A,2024-02-28
120,feature_C,2024-02-12
120,feature_C,2024-02-09
120,login,2024-02-15
120,feature_A,2024-02-28
120,feature_A,2024-02-29
120,login,2024-03-06
121,feature_A,2024-02-25
121,feature_B,2024-02-24
121,login,2024-03-11
121,feature_C,2024-02-22
121,feature_B,2024-02-04
121,feature_B,2024-02-11
121,feature_A,2024-03-09
121,feature_C,2024-03-12
121,login,2024-02-20
121,feature_C,2024-02-24
121,feature_C,2024-03-04
121,feature_C,2024-03-01
121,login,2024-03-01
121,login,2024-02-19
122,feature_B,2024-03-11
122,login,2024-03-06
122,feature_C,2024-04-01
122,feature_C,2024-03-17
123,login,2024-02-13
123,feature_A,2024-02-29
123,feature_A,2024-03-16
123,feature_B,2024-03-12
124,feature_A,2024-02-02
124,login,2024-01-26
124,login,2024-02-03
124,feature_C,2024-01-22
124,login,2024-01-09
124,feature_B,2024-01-13
124,feature_B,2024-01-23
124,feature_A,2024-02-02
124,feature_C,2024-02-06
125,login,2024-03-17
125,feature_C,2024-03-15
125,login,2024-03-07
125,login,2024-03-06
125,login,2024-04-01
125,feature_B,2024-02-17
125,login,2024-03-28
125,feature_A,2024-03-30
126,feature_A,2024-03-07
126,feature_A,2024-03-27
126,feature_C,2024-03-13
126,feature_A,2024-03-21
126,feature_A,2024-03-17
126,feature_C,2024-03-03
126,login,2024-03-17
126,feature_A,2024-03-31
126,feature_C,2024-03-20
126,login,2024-03-16
126,feature_A,2024-04-06
126,feature_B,2024-03-05
126,login,2024-04-06
126,login,2024-03-28
127,feature_A,2024-02-19
127,feature_B,2024-02-08
127,feature_C,2024-01-28
127,feature_B,2024-01-23
127,feature_C,2024-02-27
127,feature_B,2024-02-18
127,feature_C,2024-02-23
127,feature_C,2024-02-24
127,login,2024-02-22
127,feature_B,2024-02-07
127,feature_A,2024-02-14
127,feature_B,2024-02-28
127,login,2024-02-24
127,feature_A,2024-02-28
127,login,2024-02-05
128,login,2024-02-01
128,feature_B,2024-01-24
128,feature_A,2024-02-26
128,feature_C,2024-02-14
128,feature_A,2024-02-08
128,feature_C,2024-02-18
129,feature_C,2024-01-20
129,feature_A,2024-02-18
129,feature_A,2024-02-13
129,feature_B,2024-02-09
129,feature_A,2024-01-17
129,feature_C,2024-01-29
129,login,2024-02-17
129,login,2024-01-31
129,feature_A,2024-02-09
130,feature_C,2024-02-05
130,feature_C,2024-02-07
130,feature_C,2024-02-07
130,feature_A,2024-02-12
130,login,2024-01-17
130,feature_B,2024-01-26
131,feature_A,2024-02-16
131,feature_B,2024-03-04
131,feature_C,2024-02-09
132,login,2024-03-27
132,login,2024-04-01
132,feature_B,2024-03-13
132,login,2024-03-30
132,feature_A,2024-03-24
132,login,2024-03-23
132,feature_A,2024-04-06
132,login,2024-03-15
132,feature_B,2024-03-24
132,login,2024-03-18
132,login,2024-03-24
132,feature_A,2024-03-11
133,feature_B,2024-03-06
133,feature_C,2024-03-14
133,feature_A,2024-02-08
133,feature_A,2024-02-11
133,feature_B,2024-02-01
133,feature_B,2024-03-03
133,feature_A,2024-03-07
133,feature_B,2024-02-18
133,feature_B,2024-02-16
133,login,2024-03-01
133,feature_C,2024-02-06
133,feature_B,2024-02-01
133,feature_A,2024-03-10
133,feature_A,2024-03-13
133,feature_A,2024-02-13
134,feature_A,2024-01-24
134,feature_C,2024-02-16
134,feature_A,2024-02-04
134,feature_B,2024-02-09
134,feature_C,2024-02-13
134,feature_C,2024-01-28
134,login,2024-01-08
134,feature_B,2024-01-29
134,feature_B,2024-02-17
134,feature_C,2024-02-02
134,login,2024-01-24
134,feature_C,2024-01-09
134,feature_B,2024-02-13
134,feature_C,2024-01-08
135,feature_A,2024-02-02
135,feature_B,2024-02-06
135,feature_B,2024-01-26
135,feature_A,2024-01-27
135,feature_C,2024-02-11
135,login,2024-01-27
136,feature_C,2024-01-17
136,login,2024-01-12
136,feature_C,2024-01-21
137,feature_C,2024-02-01
137,feature_A,2024-02-13
137,feature_B,2024-03-13
137,feature_B,2024-02-11
137,feature_B,2024-02-06
137,login,2024-02-17
137,feature_A,2024-02-24
137,feature_C,2024-02-04
137,feature_B,2024-03-12
137,feature_A,2024-03-16
138,login,2024-02-24
138,login,2024-02-28
138,feature_A,2024-01-14
138,login,2024-02-13
138,feature_A,2024-01-22
138,feature_C,2024-02-16
138,login,2024-01-14
138,feature_B,2024-02-27
138,feature_C,2024-01-21
139,feature_C,2024-03-06
139,feature_A,2024-03-02
139,login,2024-03-22
139,login,2024-03-04
139,feature_B,2024-03-18
139,feature_A,2024-03-17
139,feature_A,2024-03-22
139,feature_A,2024-04-08
139,login,2024-03-02
139,feature_A,2024-04-06
139,feature_B,2024-03-26
139,feature_A,2024-03-11
139,feature_C,2024-03-24
139,login,2024-03-11
140,login,2024-01-19
140,feature_C,2024-02-17
140,feature_C,2024-02-02
140,feature_A,2024-01-31
141,login,2024-01-18
141,feature_B,2024-01-16
141,login,2024-02-14
141,feature_B,2024-02-12
141,feature_A,2024-01-14
141,feature_B,2024-01-26
142,feature_A,2024-01-20
142,feature_C,2024-02-17
142,feature_A,2024-01-24
142,login,2024-02-17
142,login,2024-02-19
142,feature_B,2024-02-09
142,feature_C,2024-01-25
142,feature_C,2024-02-22
142,feature_A,2024-02-09
142,login,2024-02-16
142,login,2024-01-18
142,feature_B,2024-01-17
142,login,2024-01-30
143,feature_B,2024-02-13
143,feature_C,2024-02-28
143,feature_C,2024-02-15
144,feature_A,2024-03-25
144,login,2024-03-02
144,login,2024-03-04
144,feature_A,2024-03-17
145,feature_B,2024-01-19
145,login,2024-02-04
145,feature_C,2024-01-29
145,login,2024-01-25
145,login,2024-01-25
145,login,2024-02-06
145,login,2024-02-08
145,feature_A,2024-01-29
145,login,2024-01-17
145,feature_A,2024-02-24
145,login,2024-02-23
145,feature_C,2024-01-20
145,feature_B,2024-02-01
145,feature_B,2024-01-20
145,feature_B,2024-01-18
146,login,2024-01-26
146,feature_C,2024-02-09
146,login,2024-02-05
146,login,2024-02-04
146,feature_C,2024-02-19
146,feature_B,2024-02-20
146,feature_C,2024-01-22
146,feature_A,2024-02-24
146,feature_A,2024-02-11
146,login,2024-02-04
146,login,2024-02-24
146,login,2024-02-02
146,login,2024-01-21
146,login,2024-02-03
147,feature_C,2024-01-27
147,feature_A,2024-01-13
147,feature_C,2024-01-06
147,feature_B,2024-01-18
147,feature_C,2024-01-19
147,feature_B,2024-01-24
147,feature_B,2024-01-08
147,login,2024-01-11
147,feature_A,2024-01-15
147,login,2024-02-06
148,feature_C,2024-02-21
148,feature_B,2024-03-06
148,login,2024-03-08
148,feature_C,2024-03-23
148,feature_B,2024-02-17
148,feature_B,2024-02-29
148,feature_B,2024-03-24
148,feature_A,2024-03-27
148,feature_B,2024-03-17
149,feature_A,2024-02-04
149,feature_A,2024-02-07
149,login,2024-01-13
149,login,2024-01-30
149,feature_B,2024-01-18
149,login,2024-02-13
149,login,2024-01-25
149,feature_C,2024-02-15
149,login,2024-01-23
149,feature_A,2024-01-17
149,feature_C,2024-01-30
149,feature_A,2024-01-07
150,login,2024-02-24
150,feature_A,2024-02-09
150,feature_C,2024-03-11
150,feature_B,2024-03-22
150,login,2024-03-07
150,login,2024-03-15
150,feature_A,2024-03-10
150,feature_C,2024-03-18
150,login,2024-02-11
150,feature_A,2024-03-05
150,feature_B,2024-02-22
150,feature_B,2024-02-23
150,feature_B,2024-03-03
150,feature_C,2024-02-27
151,login,2024-02-16
151,feature_A,2024-02-14
151,login,2024-03-10
151,login,2024-02-11
151,feature_C,2024-02-12
151,feature_B,2024-03-02
151,login,2024-02-28
152,feature_A,2024-01-26
152,feature_B,2024-02-01
152,feature_B,2024-02-02
152,login,2024-01-11
152,feature_B,2024-01-14
152,login,2024-02-18
152,feature_B,2024-01-17
152,login,2024-01-13
152,feature_A,2024-02-18
152,feature_C,2024-01-26
152,login,2024-02-05
153,feature_B,2024-03-14
153,login,2024-03-06
153,feature_C,2024-03-20
153,feature_A,2024-03-30
153,feature_C,2024-03-01
153,feature_A,2024-03-01
153,login,2024-03-02
153,feature_A,2024-02-27
153,feature_A,2024-03-03
153,feature_B,2024-03-20
153,login,2024-04-07
153,feature_B,2024-04-01
153,login,2024-02-28
154,feature_C,2024-01-17
154,login,2024-01-13
154,login,2024-01-26
154,feature_C,2024-01-07
155,feature_C,2024-02-23
155,feature_C,2024-03-09
155,feature_C,2024-02-14
156,feature_A,2024-02-22
156,feature_A,2024-02-17
156,feature_B,2024-02-06
156,feature_C,2024-02-12
156,login,2024-02-04
156,feature_A,2024-03-05
156,feature_B,2024-03-07
156,feature_C,2024-02-26
156,feature_C,2024-03-01
156,login,2024-01-29
156,feature_C,2024-02-12
156,feature_C,2024-02-03
156,feature_A,2024-02-07
157,login,2024-04-04
157,feature_B,2024-03-25
157,feature_C,2024-03-31
157,feature_B,2024-03-23
157,feature_B,2024-03-25
157,login,2024-03-12
157,feature_A,2024-03-21
157,feature_B,2024-03-02
157,feature_C,2024-03-04
157,feature_B,2024-04-03
157,feature_A,2024-04-07
157,login,2024-03-11
157,feature_A,2024-03-16
158,login,2024-03-12
158,feature_C,2024-02-21
158,feature_A,2024-02-29
158,feature_A,2024-02-18
158,feature_B,2024-03-15
158,feature_B,2024-03-22
158,login,2024-03-15
159,feature_B,2024-03-24
159,feature_A,2024-03-16
159,feature_A,2024-03-16
159,feature_B,2024-03-11
159,feature_C,2024-02-20
159,login,2024-02-11
159,feature_A,2024-02-12
159,feature_A,2024-03-18
159,feature_C,2024-02-10
159,feature_B,2024-02-09
159,feature_A,2024-03-19
159,feature_B,2024-02-17
159,feature_A,2024-03-25
159,login,2024-02-29
160,feature_A,2024-02-05
160,feature_B,2024-02-03
160,feature_B,2024-01-31
161,feature_C,2024-04-11
161,login,2024-04-06
161,feature_B,2024-03-21
161,feature_A,2024-03-20
161,feature_C,2024-03-10
161,feature_C,2024-04-09
161,feature_B,2024-04-10
161,feature_B,2024-03-11
161,feature_A,2024-03-14
161,feature_B,2024-03-24
161,feature_B,2024-04-13
161,feature_A,2024-03-08
161,feature_C,2024-02-29
161,login,2024-04-05
162,feature_B,2024-02-21
162,feature_A,2024-02-22
162,login,2024-02-23
162,feature_A,2024-02-14
162,login,2024-02-04
163,feature_B,2024-02-07
163,login,2024-01-26
163,feature_B,2024-03-01
163,login,2024-02-13
163,feature_A,2024-02-01
163,login,2024-01-31
164,login,2024-02-11
164,login,2024-01-26
164,feature_C,2024-02-19
164,feature_A,2024-02-21
164,feature_C,2024-02-21
164,feature_B,2024-02-19
164,feature_C,2024-02-29
164,feature_C,2024-02-01
165,feature_A,2024-03-19
165,feature_C,2024-02-22
165,login,2024-02-16
165,login,2024-03-01
165,feature_B,2024-03-03
165,login,2024-02-18
165,feature_A,2024-03-04
165,feature_A,2024-03-07
165,login,2024-02-16
165,feature_C,2024-03-04
165,login,2024-03-28
165,feature_A,2024-03-10
165,feature_C,2024-03-21
165,login,2024-02-22
165,feature_B,2024-02-18
166,feature_C,2024-02-11
166,feature_B,2024-03-14
166,feature_B,2024-03-12
166,feature_A,2024-02-18
166,login,2024-02-05
166,feature_C,2024-02-24
167,feature_B,2024-03-03
167,feature_C,2024-02-29
167,feature_B,2024-03-05
167,feature_C,2024-04-11
167,login,2024-03-12
168,feature_A,2024-01-14
168,feature_B,2024-02-10
168,feature_C,2024-01-06
169,feature_C,2024-02-28
169,feature_C,2024-03-10
169,feature_B,2024-03-22
169,feature_C,2024-02-14
170,feature_C,2024-01-28
170,feature_A,2024-01-28
170,login,2024-02-02
170,feature_C,2024-01-21
170,feature_B,2024-02-03
171,login,2024-02-19
171,login,2024-02-11
171,feature_B,2024-02-07
171,feature_C,2024-03-07
171,feature_A,2024-03-10
171,login,2024-03-08
172,feature_C,2024-02-11
172,feature_C,2024-02-12
172,feature_A,2024-02-14
172,feature_B,2024-02-08
172,feature_C,2024-01-14
172,login,2024-02-23
172,feature_A,2024-02-10
172,feature_C,2024-01-16
172,feature_A,2024-01-20
173,feature_A,2024-03-09
173,feature_C,2024-02-28
173,feature_C,2024-03-02
173,feature_A,2024-03-09
173,feature_B,2024-04-04
173,login,2024-03-17
174,feature_C,2024-03-21
174,feature_B,2024-04-01
174,feature_C,2024-03-14
174,feature_C,2024-02-26
175,feature_A,2024-02-19
175,login,2024-02-02
175,login,2024-01-30
175,feature_B,2024-02-11
176,feature_C,2024-01-27
176,feature_C,2024-02-21
176,feature_C,2024-02-16
176,feature_A,2024-01-13
176,feature_C,2024-01-28
176,feature_C,2024-01-20
176,feature_C,2024-01-13
176,feature_A,2024-02-01
176,feature_C,2024-01-14
177,login,2024-03-17
177,feature_B,2024-03-15
177,feature_B,2024-03-13
177,login,2024-03-25
177,feature_A,2024-03-08
177,feature_C,2024-03-13
177,feature_B,2024-03-14
178,login,2024-03-06
178,feature_C,2024-02-21
178,feature_C,2024-02-22
178,feature_B,2024-03-11
178,feature_A,2024-02-12
178,feature_B,2024-02-13
178,feature_C,2024-03-25
178,login,2024-02-17
178,feature_A,2024-02-20
178,login,2024-02-21
178,login,2024-02-24
178,login,2024-03-09
178,feature_A,2024-03-03
178,feature_B,2024-02-26
179,feature_C,2024-03-15
179,login,2024-03-23
179,login,2024-03-26
179,feature_B,2024-02-27
179,feature_C,2024-03-14
179,feature_C,2024-02-23
179,feature_B,2024-03-20
179,feature_A,2024-03-05
179,login,2024-02-28
179,login,2024-03-01
180,feature_A,2024-03-03
180,feature_A,2024-04-05
180,feature_A,2024-03-14
180,feature_A,2024-04-12
180,feature_C,2024-03-17
180,login,2024-04-01
180,login,2024-04-12
180,feature_A,2024-03-30
180,feature_A,2024-04-10
181,feature_A,2024-03-01
181,feature_B,2024-03-17
181,feature_B,2024-04-15
181,feature_C,2024-03-28
181,feature_C,2024-03-23
181,feature_A,2024-03-17
181,feature_B,2024-03-30
181,feature_C,2024-04-13
181,login,2024-04-07
181,feature_B,2024-03-01
181,feature_B,2024-04-05
181,login,2024-03-20
182,feature_B,2024-01-21
182,feature_B,2024-02-03
182,feature_B,2024-02-03
182,feature_B,2024-02-27
182,feature_A,2024-01-29
182,feature_A,2024-02-19
182,feature_C,2024-01-20
182,feature_B,2024-02-28
182,feature_A,2024-02-29
182,feature_C,2024-01-18
183,feature_C,2024-03-13
183,feature_C,2024-03-22
183,feature_A,2024-02-28
183,feature_A,2024-03-18
183,feature_C,2024-04-09
183,feature_B,2024-04-08
183,feature_B,2024-03-29
184,feature_A,2024-03-30
184,login,2024-03-06
184,feature_A,2024-03-18
184,feature_A,2024-03-04
184,feature_B,2024-03-31
185,feature_A,2024-01-23
185,feature_A,2024-02-09
185,feature_C,2024-02-06
185,feature_B,2024-02-08
185,feature_B,2024-02-03
185,login,2024-02-16
185,login,2024-02-17
185,login,2024-02-27
185,feature_A,2024-02-17
185,login,2024-02-19
185,feature_C,2024-03-01
185,feature_B,2024-02-20
185,login,2024-02-13
186,feature_A,2024-02-16
186,feature_C,2024-02-29
186,feature_C,2024-03-15
186,feature_B,2024-02-17
186,feature_A,2024-03-24
187,feature_C,2024-02-20
187,feature_A,2024-03-07
187,login,2024-03-06
187,feature_C,2024-02-15
187,feature_A,2024-03-03
187,feature_A,2024-02-25
187,login,2024-03-17
187,feature_C,2024-02-23
187,feature_C,2024-03-26
187,feature_C,2024-03-11
187,feature_C,2024-03-16
187,login,2024-02-15
187,feature_A,2024-03-20
187,login,2024-03-09
187,feature_A,2024-03-06
188,login,2024-02-26
188,feature_A,2024-02-23
188,feature_B,2024-01-28
189,login,2024-02-10
189,feature_B,2024-02-26
189,login,2024-02-12
189,feature_B,2024-02-04
189,feature_C,2024-02-20
189,feature_B,2024-03-06
189,feature_A,2024-02-29
190,feature_B,2024-02-17
190,feature_A,2024-01-29
190,login,2024-02-11
190,feature_A,2024-01-31
190,feature_A,2024-01-25
190,feature_A,2024-01-18
190,feature_B,2024-01-24
190,login,2024-03-02
191,feature_B,2024-02-15
191,login,2024-02-09
191,login,2024-02-13
191,login,2024-02-17
191,login,2024-02-16
191,login,2024-01-09
191,feature_C,2024-02-01
191,login,2024-01-30
191,feature_B,2024-02-10
192,feature_A,2024-04-07
192,login,2024-03-07
192,feature_C,2024-03-13
192,login,2024-04-05
192,feature_B,2024-04-05
192,feature_A,2024-04-02
192,login,2024-03-20
192,login,2024-03-26
192,login,2024-03-12
192,feature_C,2024-02-29
193,feature_A,2024-02-10
193,feature_A,2024-01-19
193,feature_C,2024-01-25
193,feature_A,2024-01-21
193,feature_C,2024-01-05
193,feature_C,2024-01-16
194,login,2024-02-06
194,login,2024-01-22
194,feature_C,2024-01-29
194,login,2024-01-31
194,login,2024-02-23
194,feature_B,2024-01-28
194,feature_A,2024-03-03
194,feature_B,2024-02-20
195,login,2024-03-10
195,feature_A,2024-02-16
195,feature_B,2024-02-12
195,feature_B,2024-03-04
195,login,2024-03-08
195,login,2024-02-16
195,feature_A,2024-02-10
196,feature_A,2024-02-21
196,feature_B,2024-02-01
196,feature_B,2024-02-08
196,feature_B,2024-01-16
196,feature_A,2024-02-01
196,feature_C,2024-01-18
196,feature_C,2024-02-05
196,feature_C,2024-01-28
196,feature_C,2024-02-24
196,feature_A,2024-02-06
196,feature_A,2024-01-18
196,login,2024-02-24
196,login,2024-01-21
197,feature_C,2024-03-13
197,feature_C,2024-03-12
197,feature_C,2024-02-16
197,login,2024-02-27
197,feature_A,2024-03-19
197,feature_C,2024-03-06
197,feature_C,2024-02-12
197,login,2024-03-04
197,feature_B,2024-02-09
198,login,2024-02-25
198,feature_A,2024-03-21
198,feature_B,2024-03-18
198,login,2024-03-09
198,feature_A,2024-03-03
198,feature_B,2024-03-06
198,feature_C,2024-03-18
198,login,2024-02-14
198,feature_A,2024-02-05
198,feature_C,2024-03-08
198,feature_A,2024-03-07
198,feature_C,2024-02-09
198,feature_A,2024-02-25
199,login,2024-01-25
199,feature_A,2024-02-09
199,feature_C,2024-02-12
199,feature_A,2024-02-02
199,feature_C,2024-01-13
199,feature_C,2024-02-05
199,feature_C,2024-01-13
199,feature_B,2024-02-05
200,login,2024-04-01
200,feature_C,2024-03-07
200,login,2024-03-27
200,login,2024-04-05
